,Review_Page_Number,Ratings,Title,Posting_Date,Used_For,Review_Body,Whether_Recommended
460,2411,5,Air pods,2019-09-13 15:44:00,1 month,"Great sound, great price.  Recommend it to everyone",1
461,2411,5,Worth the Buy,2021-12-18 07:34:00,2 months,Bought these for my wife and she loves them. Great sound quality and when talking with her on the phone she sounds crystal clear with no background noise.,1
462,2411,5,Great quality & value,2020-12-11 16:21:00,2 weeks,"These AirPods were on sale so I didn't wanna miss a chance to pick them up at a great price. Apple invented this type of sleek and stylish wireless headphones. All other companies try to imitate it, but come up short in trying to imitate them. .",1
463,2411,5,Ear buds,2022-09-22 10:50:00,1 year,The ear buds fit easily in the ears and sound is very clear,1
464,2411,5,Love these buds,2021-01-22 12:42:00,1 month,Anything Apple makes seems to be a wonderful product. Bodies as a gift for my daughter and she absolutely loves them. I wish they came in more colours besides the traditional white but nonetheless there a great product explanation point,1
465,2411,5,Why did I waste my money on the other brands?,2021-02-23 22:29:00,3 months,"I’ve purchased a couple of similar products before, but was always disappointed with the battery life or connection. I haven’t had a problem with either issues with these. The sound is great and connects easily with my iPhone XR.",1
466,2411,5,Great,2019-09-09 18:10:00,1 month,"Perfect! Perfect Sound, Charges Fast & Long Lasting",1
467,2411,5,Amazing airpods,2022-01-16 14:56:00,Not Available,The airpods have such nice sound quality on my phone and they work really great and they overall connect pretty fast when I turn on my Bluetooth.,1
468,2411,5,Good sound,2022-04-27 02:40:00,1 week,"Bought this to go with my iPhone SE and I love it, I get about 6 hours of streaming before having to recharge it.",1
469,2411,5,Tnt1025,2022-09-16 17:20:00,3 weeks,I love my AirPods thank I brought one for a gift for a friend,1
470,2411,5,Great earphones,2019-08-23 17:25:00,1 month,"Great battery life and fit good in ear, great sound.",1
471,2411,5,AirPods,2023-07-14 20:27:00,Not Available,I love them  they come in handy with being wireless .,1
472,2411,5,Love them.,2019-07-06 06:32:00,1 month,At first I was hesitant on spending so much money on something that isn't secured with a cord around my neck. All my friends were buying these and loved them. I tried my friends out and was impressed at how well they fit and stayed in my ears and the sound quality was impressive. I was finally convinced to buy and have no regrets.,1
473,2411,5,Great sound quality,2019-05-31 16:06:00,Not Available,Great quality for bluetooth headphones. Good battery life,1
474,2411,5,"Great sound, long life",2019-05-14 09:43:00,Not Available,The sound is great as expected. The battery life is great.,1
475,2411,4,Great quality,2020-10-14 11:34:00,5 months,Sound quality and battery life are great. The only issue is they can fall out very easy when you workout.,1
476,2411,5,IPODS,2022-09-23 22:37:00,1 month,Great has a nice sound blocks out noisy and they fit great,1
477,2411,5,Great for any  occasion!,2019-09-13 17:41:00,1 month,"I love my AirPods! I use them all the time. While I’m working out, hiking with my dog or just around the house cleaning. I use them in the car If I’m making phone calls and it’s super nice. They fit perfectly in my ear and I can wear them for a long period of time and have them not hurt. Definitely worth the money spent.",1
478,2411,5,The Best sound!,2019-09-13 17:33:00,3 weeks,"Unfortunately the originals were lost in space or 
something similar.
Could not go on without them as their ability to 
reproduce sound is unequaled.
Bravo to the design team and Horay to the people who worked so hard to make them.
They are the same people who built the Great Wall
of China.
Long live the People of China!",1
479,2411,5,Sounds terrific noise cancellation is great,2021-08-21 05:41:00,1 year,I use them every day noise cancellation is fantastic and it’s great for music and running or working out with your Apple Watch or other device. Sound quality is on par with Bose I found.,1
480,2108,5,Even better than the first gen,2019-06-07 15:56:00,Not Available,"Sounds just as good if not better than 1st gen, with beefier base. Charges quickly, connects quickly, no complaints! Most importantly, BestBuy had them in stock when no one else did!",1
481,2108,5,apple airpods with charging case,2021-04-03 03:06:00,7 months,"I love this apple AirPods, very convenient with good sound quality and easy to carry in a charging case",1
482,2108,5,Terrific sound and easy to use,2020-04-11 04:03:00,5 months,"Love these earphones. Really great sound without wires, sit well in my ears. Taking calls with them is a pleasure. Sound quality is great on both ends,",1
483,2108,5,Great Earbuds,2021-12-06 11:02:00,1 week,Great sound and fit! Happy with my purchase. Easy to work.,1
484,2108,5,Love them!,2020-11-26 04:09:00,less than 1 week,The sound is great I love them! They are easy to connect the battery charge time is awesome I can go days without charging,1
485,2108,5,Perfect for my purposes,2019-09-22 07:22:00,3 weeks,"While not exactly audiophile quality, these are the complete package of in ear stability, sound, battery life, etc. 

I use them while exercising so stability is important.",1
486,2108,5,Would buy again!,2023-08-25 16:58:00,Not Available,"my boyfriend loves these ones, i've tried to gift him the more expensive ones but he always prefers these ones.",1
487,2108,5,Great Sound Quality and Battery Life,2019-09-30 08:30:00,1 month,"Great sound quality and battery life.  Easy pairing.  Depending on your ear lobe size it may fall out during certain type of exercises, etc. but stays on well during runs.",1
488,2108,5,Love them !,2020-05-29 17:54:00,1 month,Good sound portable charger holds a okay charge headphones hold a excellent charge.  Automatically contacts to your phone.  I have no complaints.,1
489,2108,5,Great air pods,2023-03-31 23:02:00,3 weeks,I love these. Small easy to use. Great buy. Highly recommend,1
490,2108,1,Airpod,2021-10-08 16:02:00,Not Available,One AirPod stopped working and I barely had a week with them,0
491,2108,5,Love my airpods,2019-08-07 21:29:00,less than 1 week,"The AirPods sound great, are really easy to setup with an iPhone or PC, and have a good battery life.  I was worried that they would fall out, but they stay in place very well.",1
492,2108,5,Awesome pods and great sound!,2021-10-11 11:05:00,5 months,Awesome product! Great sound! Very good quality item and priced great,0
493,2108,5,Best airpods in cheapest price,2023-01-24 09:47:00,1 week,First I bought one for my wife and I liked it then I bought another one for me. This is absolutely amazing,1
494,2108,5,Apple AirPods,2023-09-01 15:14:00,Not Available,Excellent product! I always go through BestBuy for my electronics and I have yet to be disappointed.,1
495,2108,5,A,2023-03-17 17:26:00,1 month,I gift my dad and hi loves it he used everyday and it work really good,1
496,2108,4,"Sound Pretty Good, Fit Not So Much",2021-04-26 00:46:00,Not Available,"The sound quality of the AirPods is pretty decent, as well as the build quality. A nice introduction into the AirPods game. You can say the same for the build quality as well; sturdy and premium feeling. 

That being said, these are definitely not for everyone. The main reason being their fit. I actually had to return them as they would dig into my ears, and not having any padding, it was hard plastic against skin. 

If you can, definitely upgrade to the wireless charger as well, or if you can push your budget a little bit more I would highly recommend the AirPods Pro. I ended up just upgrading to them after the fit issue and I do not even regret spending the additional money. 

Are these good, yes, just double check their fit for you ears.",1
497,2108,5,Love the ease of use,2020-01-14 02:54:00,3 weeks,"This is my second pair of airpods, purchased this for my daughter. I have owned airpods for two years now, its a great product, awesome sound and very portable.",1
498,2108,5,Great Earbuds,2020-12-27 08:47:00,1 month,My wife loves the ipods. They sync automatically and play great. Great sound. Worth the money if you an apple devise.,1
499,2108,5,Great gift!,2023-01-07 10:53:00,3 weeks,Got these for my wife for Christmas. She wanted this style and so far she loves them. That is a win in and of itself!,1
500,305,5,Airpods,2022-11-02 07:01:00,Not Available,"Ended up going back to the AirPods after trying different types of brands out, by far these are my fav",1
501,305,5,Best headphones,2023-01-13 17:24:00,3 weeks,Very good headphones enjoy them a lot I use them for everything,1
502,305,5,The Best Earbuds for Apple Users,2020-05-01 16:40:00,1 month,"For Apple users, it's so easy to connect these. You literally open them up, and they will connect to your phone. No need to open bluetooth or anything. At first I was worried about only 5 hours of battery life, but haven't ever had an issue of them running low on battery. The charging case charges them without you even realizing it, and the charging case really only needs charging once a week with regular use maybe.",1
503,305,5,Great,2022-12-28 08:14:00,2 months,I have a pair and purchased this one for my teenage daughter. Great buy!,1
504,305,5,AirPod,2022-12-26 11:17:00,1 week,I prefer the first gen of AirPod because doesn’t have the rubber earbuds.,1
505,305,5,iPhone ears,2023-02-03 16:51:00,3 weeks,"I love this , will try 3rd pro earphones……….hahshxk",1
506,305,5,Airpods,2022-12-15 08:57:00,less than 1 week,"The quality is perfect, my purchased in the store i paid the quarantee forever.",1
507,305,5,Headsets,2022-11-13 07:26:00,1 month,I love Apple product works for everything that you have that belongs Apple. He’s had such a very,1
508,305,5,They love it,2022-12-09 15:48:00,1 week,My kids stick with 2nd revision. Quality and fit match better than new pro version,1
509,305,5,Airpods,2023-01-02 11:40:00,2 weeks,"Decent and get the job done for my teenage kid, she's happy with them",1
510,305,5,Best purchase!,2022-09-02 17:35:00,1 month,I honestly hesitated buying these in fear I would loose them! I love them so much that I haven’t lost one yet! I use them every day!,1
511,305,5,Value for money,2022-11-20 20:11:00,2 weeks,As always- apple is amazing! Cannot beat the sound quality and the comfort of these AirPods.,1
512,305,5,AirPods,2022-08-31 14:19:00,9 months,"I luv my AirPods , I don't like the latest generation coz I'm scared it might fall off without knowing it this is much longer in size",1
513,305,5,Airpods,2022-12-29 18:29:00,1 week,What can I say that hasnt already been said… these are a great value!!!,1
514,305,5,Highly Recommended,2021-12-29 13:15:00,1 week,This is the third pair of AirPods - 2nd Gen - that I have purchased. The first pair was purchased for me and I love them. The other two were purchased as gifts for my GF and her daughter. They both love theirs as well. Highly recommended.,1
515,305,5,Listen anywhere,2022-11-18 16:16:00,Not Available,"Great for anywhere, anytime listening.  Also great for phone calls!!  Feels great in my ears.",1
516,305,5,Airpods,2022-12-18 14:10:00,less than 1 week,I bought airpods for my cousin and he loved them because he always wanted one,1
517,305,5,Great quality,2023-01-23 16:00:00,1 month,Amazing peoduct . Works wonderful . Doesnt hurt ky ears .,1
518,305,5,Very pleased,2020-08-01 17:07:00,1 month,I never thought I would have a need for AirPods.   I bought the wife the same AirPods  after some aftermarket ones she had purchased that didn’t work right.  She really liked the AirPods.   So I got my own and no regrets.  Listening to music is outstanding.  And I’ve used them on calls with my iPhone.   Quality product and enjoy using them very much.    We are both very happy with the AirPods.,1
519,305,5,The item my daughter didn't know she needed,2020-12-27 12:12:00,3 weeks,"My daughter resisted geting airpods for the usual reasons - expensive, easy to lose, won't stay in her ears... but I gave them to her for Christmas anyway. It's one of those things that you don't realize how convenient they are until you get a chance to use them. She can walk away from her phone now. She can answer her calls or texts with Siri hands free.",1
520,2212,5,Awesome,2021-05-14 15:44:00,3 weeks,Awesome sounds quality great style good battery life,1
521,2212,5,Great,2020-10-06 02:17:00,9 months,Great sound and easy to use. Very clear sound. Would recommend this to everyone.,1
522,2212,5,Airpods,2022-07-29 15:35:00,8 months,These are great earphones for working out. They don’t slip out no matter my movement. The sound really clear and battery actually lasts a really long time,1
523,2212,5,Great,2020-04-06 17:09:00,1 month,"The kids use them everyday and was a good price. Also, they last a long time with one single charge",1
524,2212,5,Great Air Pods,2021-01-30 05:37:00,3 weeks,"Excellent sound, long battery life, quick recharging, I love them!",1
525,2212,5,Great,2019-07-12 16:22:00,1 month,Love my air pods free up the jack on phone for charger or other accessories long battery life quick charge and great sound,1
526,2212,5,Nice product,2021-01-30 00:55:00,1.5 years,Very happy with the sound quality with reasonable price.  Like it!,1
527,2212,5,It’s an Apple Product,2019-11-01 17:44:00,1 month,"What can I say?  They are amazing as you would expect from any Apple device.  Great sound, easy to use and setup.",1
528,2212,5,Amazing,2020-04-26 16:07:00,1 month,This was a great purchase. Clear sound. Good battery life and love talking on the phone with them,1
529,2212,1,Order canceled bc I didn't it,2020-05-22 17:25:00,1 month,I can't rate it bc I canceled the order bc I didn't it. Someone bought it in my name,0
530,2212,5,Favorite earphones,2021-04-29 17:39:00,6 months,Sound quality is great. Easy to use. Highly recommend.,1
531,2212,5,Good,2023-01-11 07:26:00,1 month,"Does its job. Quality is good, sound is good. This is my second pair",1
532,2212,5,Apple EarPods,2023-02-04 16:59:00,1 month,Good product..easy to use even old design…cheap price.,1
533,2212,5,Great for all ages!,2020-04-26 01:38:00,1 week,They work really well! They make a great gift. Wire free makes it easier to use while exercising.,1
534,2212,5,Awesome,2022-12-06 03:21:00,2 weeks,Great gift for my sister she loved them. Shes been wanting airpods for the longest time.,1
535,2212,5,Best way to listen to phone,2022-12-13 10:45:00,1 month,Gift for my son and he loves them. Easy to connect to his phone that he did himself.,1
536,2212,5,Great item,2021-02-05 19:36:00,1.5 years,Great earphones for the price. Very easy to use right out the box,1
537,2212,5,Great product,2020-05-15 16:59:00,2 weeks,"Love these AirPods! So easy to use and charge! 
Glad I bought them as they make my life easier.",1
538,2212,5,Great sounds and easy to use,2020-04-24 18:22:00,9 months,Bought these for my daughter and she loves them and will def want the new ones when they come out,1
539,2212,5,Easy to use,2021-01-28 08:56:00,1 month,The freedom from wires is a relief. Sound is good and easy to use.,1
540,1820,4,Best see of ear buds I’ve ever had,2020-10-04 18:15:00,3 weeks,Great ear buds would highly recommend these to anyone,1
541,1820,4,Airpods,2020-02-20 17:08:00,5 months,Classic AirPods. The new AirPod are way better than these. Save your money,1
542,1820,4,Good,2020-09-04 16:52:00,1 week,So good and enjoy the product for my soon use very easy.,1
543,1820,5,Perfect gift,2022-01-07 17:46:00,1 month,"This is an excellent, easy to use item.
Perfect sound, easy charge, long lasting charge",1
544,1820,2,These don't last,2021-03-16 21:39:00,5 months,"I bought these AirPods on 10/2/20 and on 3/15/21 the right bud stopped working.  At least I bought apple care protection.  Hopefully Apple will replace.  This is my second pair of AirPods since July 2020.  The first pair was AirPod Pros.  I had them engraved.  The buds stopped taking a charge within a month.  I couldn't return for a replacement because I'd had them engraved. (If you have them engraved you have to return them and order another pair from scratch). So I just returned them and ordered a cheaper pair, without the engraving.  I figure if these things are going to be cheap and unreliable, I'm not going to bother engraving the case.",0
545,1820,4,No cable,2019-12-07 08:28:00,Not Available,Easy to adjust and travel with. What I like is that there is no cable in my way.,1
546,1820,4,Good,2020-11-01 13:54:00,10 months,Good product. Would buy it again..................,1
547,1820,4,Great produce,2020-07-25 07:44:00,1 month,Great product the only problem is they fall out of you ears.,1
548,1820,4,Great headphones for wireless,2019-12-06 22:55:00,3 weeks,So far I am pleased.  I haven’t had them long enough to write a thorough review.,1
549,1820,3,"Good, but keep the original if you have them",2019-05-10 19:14:00,Not Available,"These are good earphones, but some of the Apple magic that is promised just isn't there. I have an iphone, 2 ipad pro, a macbook and appletv. There is no seemless connectivity between them. you still have to disconnect and reconnect. It would be ok even if there was a popup that offered to do it when a new device was turned on, but no such luck.",0
550,1820,4,Works well,2020-05-31 23:42:00,5 months,Stays charged.  Great to have while out working.  Easy to connect,1
551,1820,4,Airpods,2020-10-31 13:39:00,2 months,No complaints outside of it getting dirty quickly.,1
552,1820,4,Gift,2019-06-08 14:23:00,Not Available,I purchased this for a gift. It was what she asked for so I'm assuming she was happy with it.,1
553,1820,4,REVIEW,2020-10-31 04:18:00,1 month,GREAT SERVICE AND PRODUCT!!!!!!!!!! LOVE THEM!!!!!,1
554,1820,4,Great item but so easy to loose.,2020-05-08 15:54:00,Not Available,Lost my right headphone down a storm drain as i was riding my bike.,1
555,1820,4,Nice.,2020-10-30 16:31:00,2 weeks,Excellent clarity just wish battery lasted longer.,1
556,1820,4,Nice product,2020-10-11 13:13:00,1 week,apple airpods product is very nice and good product.,1
557,1820,4,Expensive name,2020-01-23 18:00:00,1 month,"Good product, a bit expensive for what it is.
Generic ones work just as well",1
558,1820,4,Great product,2020-09-11 15:57:00,3 weeks,I really appreciate Apple products I’m always satisfied,1
559,1820,4,Good Wireless earbuds,2019-09-27 23:35:00,3 weeks,"This earbuds are good enough for every day use, you can use siri good for apple music",1
560,2985,5,11 year old loves them,2020-08-21 15:55:00,5 months,Easy to use and kid loves to use them while riding bike or playing outside,1
561,2985,4,great TV picture at an affordable price,2019-09-30 15:34:00,1 month,"This TV costs a fraction of the one it replaces, purchased from Best Buy in 2011 with a slightly smaller screen size.  The picture quality is far superior to the 2011 TV with greater capabilities because it is a smart TV.",1
562,2985,5,Amazing,2020-07-03 17:17:00,3 weeks,These are the best ear buds I ever bought. Great product and super easy to use.,1
563,2985,5,ear bud,2021-01-02 14:47:00,3 weeks,It gives a very clear reception. Very light and easy to use,1
564,2985,5,Pefect,2020-05-23 12:10:00,1 month,Best thing I’ve bought for my phone. Sound is great and stays in my ears perfectly.,1
565,2985,5,Apple Air Pod with charging cases,2020-11-29 06:00:00,Not Available,"Good sound ,  Easy to connect with Apple account. Light weight.",1
566,2985,5,AirPods,2021-01-02 08:04:00,3 weeks,Awesome sound !  Gave these as a Christmas gift. Love them!,1
567,2985,5,Running,2020-12-07 19:07:00,1 year,"Audio quality is great, working out and running they stay put.",1
568,2985,5,Great headphones,2019-09-23 07:26:00,1 month,absolutely love these!!  No problems from me and sounds great.  Wish it was cheaper but what can you do.,1
569,2985,5,AirPods work great,2020-06-12 16:18:00,Not Available,Delivery was fast…AirPods work great…cheaper price and faster shipping than apple,1
570,2985,4,Great sound,2020-05-29 18:38:00,2 weeks,The only issue I have is sometimes one of the AirPods falls out of my ear. I think I can add a rubber skin to add a little grip. The sound quality is amazing and BB’s delivery was super fast.,1
571,2985,4,Worth the mon ey,2022-01-08 07:07:00,1 month,These things are great   They stay in and sound good   Glad I finally bought me some,1
572,2985,5,Great,2021-01-01 23:23:00,3 weeks,Great quality headphones....The sound quality is very good.,1
573,2985,4,Love them,2020-02-19 17:10:00,1 month,"So, I would have given these a 5 star rating except my daughter stole them from me after less than a week. The time that I got to use them was amazing. Sound quality is great and they were easy to set up.",1
574,2985,5,For my daughter,2021-01-01 20:19:00,1 month,Very nice price great and they are loud. Got them as a gift,1
575,2985,5,Great product,2021-01-01 17:44:00,1 month,Son loves them!  Bought for his 14th Birthday.  Great gift.,1
576,2985,5,Compact and convient,2021-01-26 13:01:00,2 months,Bought as a gift for a mother in law and she loves them.,1
577,2985,5,Love them,2021-01-01 15:19:00,1 week,Sound quality on conversations and playing music is amazing,1
578,2985,5,AirPods,2020-12-15 16:29:00,less than 1 week,Great gift for a teacher. No more headphones cord digging lol,1
579,2985,5,Quality sound,2021-02-19 15:56:00,1 month,"Most excellent sound for the money, highly recommend!",1
580,3151,5,Awsome sound quality,2019-08-30 17:45:00,Not Available,Loved them from the jump. Easy connection lightweight bearly notice it’s in the ear,1
581,3151,5,Great airpods,2020-09-04 20:54:00,1 month,Great airpods for a great price. I got mine on sale.,1
582,3151,5,good quality,2019-12-29 07:17:00,Not Available,"Bought for a Christmas gift.  Good quality for the price, nicely packaged.",1
583,3151,5,excellent product,2020-09-04 17:26:00,8 months,"recommend purchase, easy to use and the kids love it",1
584,3151,5,Easy listening,2020-07-14 13:51:00,7 months,"Works as it should.  Charging is easy, stays in your ear.",1
585,3151,5,Easy to use,2020-05-09 12:35:00,3 weeks,Enjoying the ease of having no cords. Perfect lifestyle choice.,1
586,3151,5,Easy to use,2020-01-10 17:12:00,1 month,If you have an iphone these are so easy to use and a no brainers purchase,1
587,3151,5,Great quality,2020-07-03 18:07:00,1 month,These are awesome.... soooo in love with the sound quality,1
588,3151,5,The AirPods are amazing,2019-07-17 17:22:00,1 month,My son loves the AirPods! They were easy to use and most of all easy to pair:Bluetooth,1
589,3151,5,Great sound,2020-08-14 19:52:00,3 weeks,"The bass sound is great,great quality and great sound.",1
590,3151,5,great sound,2020-08-14 18:50:00,1 month,"i love them , they a very loud i tune everyone out lol",1
591,3151,5,excellent product,2020-08-14 18:28:00,1 month,my son loved his new airpods and at  affordable price!,1
592,3151,5,Great gift,2020-07-24 16:38:00,1 month,Purchased these as a gift for my brother. He loved them!,1
593,3151,5,Cool Cool,2020-07-24 16:28:00,1 month,"Love em, nice fit and sound good. overall good decision.",1
594,3151,5,Great gift for grand children,2020-02-28 14:26:00,3 months,My grandson was very excited to receive them.  He uses them everyday.,1
595,3151,5,Awesome product,2020-05-08 21:32:00,2 months,They are worth the money spent.  My daughter loves her AirPods.,1
596,3151,5,Great sound,2020-04-04 00:29:00,3 weeks,Was a gift for my son. He had washed his other pair. He loves them,1
597,3151,5,great sound,2020-01-09 16:43:00,less than 1 week,Expensive its apple but the sound is awsome and they are very comfortable,1
598,3151,5,Great headphones,2019-12-27 21:34:00,6 months,"Great quality, great sound. One drawback, they fall out of my ears easily.",1
599,3151,5,Excellent,2019-12-14 20:37:00,1 month,Bought it as a gift for my wife she loves them good fit they dont fall off.,1
600,903,5,Convenient for everyone,2020-05-08 16:44:00,5 months,Purchased for my teenage twins. They were so awesome that someone stole one pair. Otherwise the AirPods are really nice!,1
601,903,5,Love these Air Pods,2020-01-31 21:21:00,3 weeks,I love that I can walk all around - work on my laptop or drive my car & talk on my cell phone without holding my phone in my hand.,1
602,903,5,Amazing Air pods,2021-08-07 12:48:00,11 months,Amazing! I am so happy with this product. Recommend it 100%,1
603,903,5,Convenient,2020-07-11 08:06:00,7 months,"They are great to have, very sleek and comfortable. They charge when not in use. Great addition to apple line up.",1
604,903,5,:),2021-02-25 17:46:00,2 weeks,I love my new AirPods they fit everywhere and they don’t fall when u are using is +5,1
605,903,5,Apple AirPods,2021-04-28 12:16:00,1 month,"Love my AirPods, this is my second pair. They fall out of my ear sometimes.",1
606,903,5,Great and popular product at Christmas time,2020-01-10 17:16:00,3 weeks,This  item was not available in store. Best Buy Customer Service people promptly got this item ordered for me in time for Christmas.,1
607,903,5,I love it,2020-11-20 21:21:00,3 weeks,"They are really nice, i went to buy something and the cashier was so friendly, i feel grateful...",1
608,903,5,Great opition for earbuds,2019-12-20 16:42:00,2 weeks,"One of the best earbuds money can buy, and if yoy have the extra money u can go with the pro version but if not these wont disappoint.",1
609,903,5,I love these!,2019-08-31 20:26:00,1 month,These are great! My three teenagers cannot leave the house without them. I am grateful for the excellent help given by the sales representative.,1
610,903,5,Great product,2021-06-25 07:58:00,less than 1 week,Would highly recommend. This is my second one that I am purchasing,1
611,903,5,Go get a pair,2021-04-21 14:12:00,Not Available,Favorite apply product. Makes workouts and runs easy. Would highly recommend,1
612,903,5,I freaking love these things.,2020-06-13 15:45:00,1 month,I really thought these were too expensive. But we decided to buy a pair. Now we love them and are totally converted.,1
613,903,5,Great,2020-12-28 21:18:00,3 weeks,Enjoying using it. I would like my friends to use this. This is very comfortable and useful.,1
614,903,5,Great,2020-06-13 09:54:00,1 month,Love them . Great quality . I highly recommend them especially when your shopping you don’t have to touch your phone,1
615,903,5,Work out buds,2020-09-16 16:19:00,10 months,I like the Air Pods because they fit in my ear great and I can run with them. Other ear buds were to big.,1
616,903,5,Best Buy,2020-10-19 10:02:00,Not Available,I always lose my airpods but find myself buying another pair. Thank god for the Best Buy Credit Card!,1
617,903,5,Next level,2019-08-30 19:33:00,1 month,The portability and features of these are fantastic.  Tapping to advance the song and the case being the charger are great.  I highly recommend.,1
618,903,5,Air pods,2021-06-18 15:22:00,10 months,"Love them, use them everyday and are very convenient and portable .",1
619,903,5,Review,2021-02-17 17:29:00,4 months,The airpods are a great purchase! They are not as quick to connect as I had expected.,1
620,2495,5,Great Purchase,2022-06-17 16:11:00,1 month,"Love them!
Price was great!
Would definitely recommend",1
621,2495,5,Perfect gift for teens!,2021-01-04 16:30:00,Not Available,"Bought these as a gift for my teenage niece. She loves her new AirPods. It's the perfect gift for teenagers who are now constantly online for remote learning, music, and gaming.",1
622,2495,5,They stay in your ear well!,2020-05-01 23:14:00,1 month,"Long battery life and stay in your ear well.  Plus the mic sounds good for the people on the other end of the call.  Could have a little better sound for music though, but what do you expect from something like this?",1
623,2495,5,Comfort and convenience,2021-03-06 13:45:00,1 year,Love my AirPods! Easy to use. Clear reception. Good fit. Does not work well in my car with Bluetooth seems to disconnect continuously but I rarely use them in my car.,1
624,2495,5,happy customer,2021-02-12 15:42:00,2 months,"got this as a gift for my friend and he loves it!
10/10

he said that he never saw himself being as “one of those air pods people” but now he uses it daily in his studio.",1
625,2495,5,Awesome find,2022-01-15 19:17:00,Not Available,Work great. Good price. Easy to order and pick up at store especially since it was Christmas Eve.,1
626,2495,5,Great!,2021-06-11 19:49:00,2 weeks,"Love them, the sound quality is great the only thing I don’t like is that when you’re on a phone call they die faster than when you listen to music",1
627,2495,5,Nice headphones,2021-11-28 19:52:00,11 months,Got these air pods for my girlfriend. She enjoys them since they are unobtrusive and have good sound quality.,1
628,2495,4,"The product is good, but sound quality is medrocre",2020-01-14 19:06:00,1 week,"The Apple AirPods 2 have a significant convenience factor. Still, coming from the powerbeats 3, these have inferior sound quality, and I often experience dropouts when near a microwave or other sort of wave source. Otherwise, great headphones for people looking just to have something to listen to of acceptable sound quality (very similar to the bundled EarPods with iPhones) and a high factor of convenience.",1
629,2495,4,Pleased with product,2021-01-15 16:27:00,1 month,Good apple product for sound quality and ease of use,1
630,2495,5,Apple AirPods Rock,2020-12-11 23:25:00,1 month,This was a replacement purchase due to having lost one of the original ear buds. The sound quality is wonderful and they are  also comfortable to well. Recharging is quick and easy.,1
631,2495,4,My daughter absolutely loves them,2020-04-14 06:23:00,3 months,The AirPods hold a good charge. She finds them comfortable. (I did not find them comfortable at all). She usually wears in at a time. This preserves the battery. When one is dying she puts in in the case to charge while using the 2nd one. It is easily paired with an iPhone. The battery level for the case and each AirPod appears on my phone. I’m giving it four stars due to my comfort level,1
632,2495,5,Great Headphones,2020-10-30 15:42:00,1 month,"Great earphones for walking, daily calls etc. they do work well for working, about tend to skip out on occasion when doing cardio. The sounds quality is great, not noise cancelling though.",1
633,2495,5,Love them,2020-09-04 16:55:00,1 month,I was a little skeptical about weather or not I would love them. But surprisingly I dont regret this purchase at all! I dont notice them like I thought I would. Very convenient and sound is awesome,1
634,2495,4,Good,2020-06-12 15:56:00,Not Available,"I loved my gift, the sound is pretty good! Would buy again for someone else",1
635,2495,5,Outstanding,2021-05-21 19:36:00,1 month,I move up to these from the wired set included with my phone.  The sound is excellent and decent range plus they are comfortable.  Outstanding product!,1
636,2495,5,Applegirl,2021-10-03 18:21:00,1 year,"These Apple AirPods are a must have for me. They work, and sound great, and don’t slip out of my ears.  Excellent product!",1
637,2495,5,Wouldn't expect anything less from Apple+Best Buy!,2021-02-26 18:51:00,1 month,Apple hits the mark again! These AirPods were exactly what I needed to use for my now remote work meets. So glad I was able to get them at a great price from Best Buy.,1
638,2495,5,Review,2022-02-06 13:56:00,1 month,Bought them as a gift for my brother in law ( middle scholar) and he absolutely loved them.,1
639,2495,5,Great head phones for the phones,2019-10-18 17:02:00,3 weeks,I love the ear buds. They hook up really easy I love the sound and quality that they have I brought a pair for my husband and he loves them I love how they stay in my ears and they r small was affaid they would fallout.  They r great to have,1
640,1868,3,Airpods,2020-11-20 07:20:00,4 months,They go in and out when it comes to the sound. Not sure if this is just an apple glitch or my Bluetooth. Sometimes only one works and I have to disconnect and reconnect.,1
641,1868,5,AirPods to buy,2022-01-02 11:14:00,1 month,These are the best airPods for the money.  I am so happy with the sound and are very easy to use.  Don't hesitate to buy this model. Very clear quality and easy to use.  I don't want the noise canceling  ones.  I feel they might be dangerous when out for a run and not able to hear cars.,1
642,1868,3,Airpods - perfect,2022-04-01 16:22:00,6 months,I love it. Fast delivery. Mo problem with the delivery this time.,1
643,1868,5,Apple airpods,2023-05-12 16:53:00,1 month,Great sound. These are comfortable in your ears and provide great sound.,1
644,1868,5,Great,2023-04-18 12:45:00,4 months,"Sound is great.... awesome product,  i use them everyday",1
645,1868,5,AirPods at good price.,2022-10-19 21:54:00,9 months,Great sound quality and ok battery life makes this a good choice for listening to music or making phone calls. Only con they are easy to lose.,1
646,1868,5,Great earbuds,2020-12-22 16:40:00,1 month,These ear buds are the perfect gift.  Great sound and stay in the ear no problem.  Wireless is perfect for doing yard work and taking a walk. The buds and case hold charge for a long time - great for traveling.  Got a silicone cover with hook to protect the charging case - is recommended - to keep case safe and hook it on belt loop or purse handle. You don't have to remove the cover to charge the case so is very convenient.,1
647,1868,5,YES...do it!!,2021-06-18 17:52:00,3 weeks,"I have to admit...I just didn't want to spend the money. I owned a pair of Bose and they were ""fine"".  However, after purchasing the AirPods I really ""heard"" the difference in the quality of the Apple product.  BEST purchase I have made for both the quality of sound and the ease of use! 
As an added bonus they maintain their charge life for a long period of time!",1
